Date,BTC-USD,^GSPC
2018-05-29,7472.58984375,2689.860107421875
2018-05-30,7406.52001953125,2724.010009765625
2018-05-31,7494.169921875,2705.27001953125
2018-06-01,7541.4501953125,2734.6201171875
2018-06-04,7514.47021484375,2746.8701171875
2018-06-05,7633.759765625,2748.800048828125
2018-06-06,7653.97998046875,2772.35009765625
2018-06-07,7678.240234375,2770.3701171875
2018-06-08,7624.919921875,2779.030029296875
2018-06-11,6906.919921875,2782.0
2018-06-12,6582.35986328125,2786.85009765625
2018-06-13,6349.89990234375,2775.6298828125
2018-06-14,6675.35009765625,2782.489990234375
2018-06-15,6456.580078125,2779.659912109375
2018-06-18,6734.81982421875,2773.75
2018-06-19,6769.93994140625,2762.590087890625
2018-06-20,6776.5498046875,2767.320068359375
2018-06-21,6729.740234375,2749.760009765625
2018-06-22,6083.68994140625,2754.8798828125
2018-06-25,6249.18017578125,2717.070068359375
2018-06-26,6093.669921875,2723.06005859375
2018-06-27,6157.1298828125,2699.6298828125
2018-06-28,5903.43994140625,2716.31005859375
2018-06-29,6218.2998046875,2718.3701171875
2018-07-02,6614.18017578125,2726.7099609375
2018-07-03,6529.58984375,2713.219970703125
2018-07-05,6639.14013671875,2736.610107421875
2018-07-06,6673.5,2759.820068359375
2018-07-09,6741.75,2784.169921875
2018-07-10,6329.9501953125,2793.840087890625
2018-07-11,6394.7099609375,2774.02001953125
2018-07-12,6228.81005859375,2798.2900390625
2018-07-13,6238.0498046875,2801.31005859375
2018-07-16,6741.75,2798.429931640625
2018-07-17,7321.0400390625,2809.550048828125
2018-07-18,7370.77978515625,2815.6201171875
2018-07-19,7466.85986328125,2804.489990234375
2018-07-20,7354.1298828125,2801.830078125
2018-07-23,7711.10986328125,2806.97998046875
2018-07-24,8424.26953125,2820.39990234375
2018-07-25,8181.39013671875,2846.070068359375
2018-07-26,7951.580078125,2837.43994140625
2018-07-27,8165.009765625,2818.820068359375
2018-07-30,8180.47998046875,2802.60009765625
2018-07-31,7780.43994140625,2816.2900390625
2018-08-01,7624.91015625,2813.360107421875
2018-08-02,7567.14990234375,2827.219970703125
2018-08-03,7434.39013671875,2840.35009765625
2018-08-06,6951.7998046875,2850.39990234375
2018-08-07,6753.1201171875,2858.449951171875
2018-08-08,6305.7998046875,2857.699951171875
2018-08-09,6568.22998046875,2853.580078125
2018-08-10,6184.7099609375,2833.280029296875
2018-08-13,6297.56982421875,2821.929931640625
2018-08-14,6199.7099609375,2839.9599609375
2018-08-15,6308.52001953125,2818.3701171875
2018-08-16,6334.72998046875,2840.68994140625
2018-08-17,6580.6298828125,2850.1298828125
2018-08-20,6308.52978515625,2857.050048828125
2018-08-21,6488.759765625,2862.9599609375
2018-08-22,6376.7099609375,2861.820068359375
2018-08-23,6534.8798828125,2856.97998046875
2018-08-24,6719.9599609375,2874.68994140625
2018-08-27,6884.64013671875,2896.739990234375
2018-08-28,7096.27978515625,2897.52001953125
2018-08-29,7047.16015625,2914.0400390625
2018-08-30,6978.22998046875,2901.1298828125
2018-08-31,7037.580078125,2901.52001953125
2018-09-04,7361.66015625,2896.719970703125
2018-09-05,6792.830078125,2888.60009765625
2018-09-06,6529.169921875,2878.050048828125
2018-09-07,6467.06982421875,2871.679931640625
2018-09-10,6329.7001953125,2877.1298828125
2018-09-11,6321.2001953125,2887.889892578125
2018-09-12,6351.7998046875,2888.919921875
2018-09-13,6517.31005859375,2904.179931640625
2018-09-14,6512.7099609375,2904.97998046875
2018-09-17,6281.2001953125,2888.800048828125
2018-09-18,6371.2998046875,2904.31005859375
2018-09-19,6398.5400390625,2907.949951171875
2018-09-20,6519.669921875,2930.75
2018-09-21,6734.9501953125,2929.669921875
2018-09-24,6595.41015625,2919.3701171875
2018-09-25,6446.47021484375,2915.56005859375
2018-09-26,6495.0,2905.969970703125
2018-09-27,6676.75,2914.0
2018-09-28,6644.1298828125,2913.97998046875
2018-10-01,6589.6201171875,2924.590087890625
2018-10-02,6556.10009765625,2923.429931640625
2018-10-03,6502.58984375,2925.510009765625
2018-10-04,6576.68994140625,2901.610107421875
2018-10-05,6622.47998046875,2885.570068359375
2018-10-08,6652.22998046875,2884.429931640625
2018-10-09,6642.64013671875,2880.340087890625
2018-10-10,6585.52978515625,2785.679931640625
2018-10-11,6256.240234375,2728.3701171875
2018-10-12,6274.580078125,2767.1298828125
2018-10-15,6596.5400390625,2750.7900390625
2018-10-16,6596.10986328125,2809.919921875
2018-10-17,6544.43017578125,2809.2099609375
2018-10-18,6476.7099609375,2768.780029296875
2018-10-19,6465.41015625,2767.780029296875
2018-10-22,6487.16015625,2755.8798828125
2018-10-23,6475.740234375,2740.68994140625
2018-10-24,6495.83984375,2656.10009765625
2018-10-25,6476.2900390625,2705.570068359375
2018-10-26,6474.75,2658.68994140625
2018-10-29,6332.6298828125,2641.25
2018-10-30,6334.27001953125,2682.6298828125
2018-10-31,6317.60986328125,2711.739990234375
2018-11-01,6377.77978515625,2740.3701171875
2018-11-02,6388.43994140625,2723.06005859375
2018-11-05,6419.66015625,2738.31005859375
2018-11-06,6461.009765625,2755.449951171875
2018-11-07,6530.14013671875,2813.889892578125
2018-11-08,6453.72021484375,2806.830078125
2018-11-09,6385.6201171875,2781.010009765625
2018-11-12,6371.27001953125,2726.219970703125
2018-11-13,6359.490234375,2722.179931640625
2018-11-14,5738.35009765625,2701.580078125
2018-11-15,5648.02978515625,2730.199951171875
2018-11-16,5575.5498046875,2736.27001953125
2018-11-19,4871.490234375,2690.72998046875
2018-11-20,4451.8701171875,2641.889892578125
2018-11-21,4602.169921875,2649.929931640625
2018-11-23,4347.10986328125,2632.56005859375
2018-11-26,3779.1298828125,2673.449951171875
2018-11-27,3820.719970703125,2682.169921875
2018-11-28,4257.419921875,2743.7900390625
2018-11-29,4278.8466796875,2737.800048828125
2018-11-30,4017.2685546875,2760.169921875
2018-12-03,3894.130859375,2790.3701171875
2018-12-04,3956.893798828125,2700.06005859375
2018-12-06,3521.101806640625,2695.949951171875
2018-12-07,3419.937255859375,2633.080078125
2018-12-10,3502.656005859375,2637.719970703125
2018-12-11,3424.588134765625,2636.780029296875
2018-12-12,3486.9501953125,2651.070068359375
2018-12-13,3313.67724609375,2650.5400390625
2018-12-14,3242.48486328125,2599.949951171875
2018-12-17,3545.86474609375,2545.93994140625
2018-12-18,3696.05908203125,2546.159912109375
2018-12-19,3745.95068359375,2506.9599609375
2018-12-20,4134.44140625,2467.419921875
2018-12-21,3896.543701171875,2416.6201171875
2018-12-24,4078.59912109375,2351.10009765625
2018-12-26,3857.297607421875,2467.699951171875
2018-12-27,3654.83349609375,2488.830078125
2018-12-28,3923.918701171875,2485.739990234375
2018-12-31,3742.700439453125,2506.85009765625
2019-01-02,3943.409423828125,2510.030029296875
2019-01-03,3836.7412109375,2447.889892578125
2019-01-04,3857.717529296875,2531.93994140625
2019-01-07,4025.248291015625,2549.68994140625
2019-01-08,4030.847900390625,2574.409912109375
2019-01-09,4035.29638671875,2584.9599609375
2019-01-10,3678.924560546875,2596.639892578125
2019-01-11,3687.365478515625,2596.260009765625
2019-01-14,3706.05224609375,2582.610107421875
2019-01-15,3630.67529296875,2610.300048828125
2019-01-16,3655.0068359375,2616.10009765625
2019-01-17,3678.56396484375,2635.9599609375
2019-01-18,3657.83935546875,2670.7099609375
2019-01-22,3604.5771484375,2632.89990234375
2019-01-23,3585.123046875,2638.699951171875
2019-01-24,3600.865478515625,2642.330078125
2019-01-25,3599.765869140625,2664.760009765625
2019-01-28,3470.450439453125,2643.85009765625
2019-01-29,3448.116943359375,2640.0
2019-01-30,3486.181640625,2681.050048828125
2019-01-31,3457.792724609375,2704.10009765625
2019-02-01,3487.9453125,2706.530029296875
2019-02-04,3459.154052734375,2724.8701171875
2019-02-05,3466.357421875,2737.699951171875
2019-02-06,3413.767822265625,2731.610107421875
2019-02-07,3399.4716796875,2706.050048828125
2019-02-08,3666.7802734375,2707.8798828125
2019-02-11,3648.4306640625,2709.800048828125
2019-02-12,3653.528564453125,2744.72998046875
2019-02-13,3632.070556640625,2753.030029296875
2019-02-14,3616.880859375,2745.72998046875
2019-02-15,3620.810791015625,2775.60009765625
2019-02-19,3947.094482421875,2779.760009765625
2019-02-20,3999.820556640625,2784.699951171875
2019-02-21,3954.1181640625,2774.8798828125
2019-02-22,4005.526611328125,2792.669921875
2019-02-25,3882.6962890625,2796.110107421875
2019-02-26,3854.35791015625,2793.89990234375
2019-02-27,3851.04736328125,2792.3798828125
2019-02-28,3854.785400390625,2784.489990234375
2019-03-01,3859.583740234375,2803.68994140625
2019-03-04,3761.55712890625,2792.81005859375
2019-03-05,3896.375,2789.64990234375
2019-03-06,3903.942626953125,2771.449951171875
2019-03-07,3911.484375,2748.929931640625
2019-03-08,3901.131591796875,2743.070068359375
2019-03-11,3905.227294921875,2783.300048828125
2019-03-12,3909.15625,2791.52001953125
2019-03-13,3906.71728515625,2810.919921875
2019-03-14,3924.369140625,2808.47998046875
2019-03-15,3960.9111328125,2822.47998046875
2019-03-18,4032.50732421875,2832.93994140625
2019-03-19,4071.190185546875,2832.570068359375
2019-03-20,4087.476318359375,2824.22998046875
2019-03-21,4029.326904296875,2854.8798828125
2019-03-22,4023.96826171875,2800.7099609375
2019-03-25,3963.070556640625,2798.360107421875
2019-03-26,3985.080810546875,2818.4599609375
2019-03-27,4087.066162109375,2805.3701171875
2019-03-28,4069.107177734375,2815.43994140625
2019-03-29,4098.37451171875,2834.39990234375
2019-04-01,4158.18310546875,2867.18994140625
2019-04-02,4879.8779296875,2867.239990234375
2019-04-03,4973.02197265625,2873.39990234375
2019-04-04,4922.798828125,2879.389892578125
2019-04-05,5036.68115234375,2892.739990234375
2019-04-08,5289.77099609375,2895.77001953125
2019-04-09,5204.95849609375,2878.199951171875
2019-04-10,5324.5517578125,2888.2099609375
2019-04-11,5064.48779296875,2888.320068359375
2019-04-12,5089.5390625,2907.409912109375
2019-04-15,5067.1083984375,2905.580078125
2019-04-16,5235.5595703125,2907.06005859375
2019-04-17,5251.93798828125,2900.449951171875
2019-04-18,5298.3857421875,2905.030029296875
2019-04-22,5399.365234375,2907.969970703125
2019-04-23,5572.3623046875,2933.679931640625
2019-04-24,5464.86669921875,2927.25
2019-04-25,5210.515625,2926.169921875
2019-04-26,5279.34814453125,2939.8798828125
2019-04-29,5247.3525390625,2943.030029296875
2019-04-30,5350.7265625,2945.830078125
2019-05-01,5402.697265625,2923.72998046875
2019-05-02,5505.28369140625,2917.52001953125
2019-05-03,5768.28955078125,2945.639892578125
2019-05-06,5746.80712890625,2932.469970703125
2019-05-07,5829.50146484375,2884.050048828125
2019-05-08,5982.45751953125,2879.419921875
2019-05-09,6174.52880859375,2870.719970703125
2019-05-10,6378.84912109375,2881.39990234375
2019-05-13,7814.9150390625,2811.8701171875
2019-05-14,7994.416015625,2834.409912109375
2019-05-15,8205.16796875,2850.9599609375
2019-05-16,7884.9091796875,2876.320068359375
2019-05-17,7343.8955078125,2859.530029296875
2019-05-20,7978.30908203125,2840.22998046875
2019-05-21,7963.32763671875,2864.360107421875
2019-05-22,7680.06640625,2856.27001953125
2019-05-23,7881.8466796875,2822.239990234375
2019-05-24,7987.37158203125,2826.06005859375
2019-05-28,8719.9619140625,2802.389892578125
2019-05-29,8659.4873046875,2783.02001953125
2019-05-30,8319.47265625,2788.860107421875
2019-05-31,8574.501953125,2752.06005859375
2019-06-03,8208.9951171875,2744.449951171875
2019-06-04,7707.77099609375,2803.27001953125
2019-06-05,7824.2314453125,2826.14990234375
2019-06-06,7822.0234375,2843.489990234375
2019-06-07,8043.951171875,2873.340087890625
2019-06-10,8000.32958984375,2886.72998046875
2019-06-11,7927.71435546875,2885.719970703125
2019-06-12,8145.857421875,2879.840087890625
2019-06-13,8230.923828125,2891.639892578125
2019-06-14,8693.8330078125,2886.97998046875
2019-06-17,9320.3525390625,2889.669921875
2019-06-18,9081.7626953125,2917.75
2019-06-19,9273.521484375,2926.4599609375
2019-06-20,9527.16015625,2954.179931640625
2019-06-21,10144.556640625,2950.4599609375
2019-06-24,11011.1025390625,2945.35009765625
2019-06-25,11790.9169921875,2917.3798828125
2019-06-26,13016.2314453125,2913.780029296875
2019-06-27,11182.806640625,2924.919921875
2019-06-28,12407.33203125,2941.760009765625
2019-07-01,10583.134765625,2964.330078125
2019-07-02,10801.677734375,2973.010009765625
2019-07-03,11961.26953125,2995.820068359375
2019-07-05,10978.4599609375,2990.409912109375
2019-07-08,12285.9580078125,2975.949951171875
2019-07-09,12573.8125,2979.6298828125
2019-07-10,12156.5126953125,2993.070068359375
2019-07-11,11358.662109375,2999.909912109375
2019-07-12,11815.986328125,3013.77001953125
2019-07-15,10895.08984375,3014.300048828125
2019-07-16,9477.6416015625,3004.0400390625
2019-07-17,9693.802734375,2984.419921875
2019-07-18,10666.482421875,2995.110107421875
2019-07-19,10530.732421875,2976.610107421875
2019-07-22,10343.1064453125,2985.030029296875
2019-07-23,9900.767578125,3005.469970703125
2019-07-24,9811.92578125,3019.56005859375
2019-07-25,9911.841796875,3003.669921875
2019-07-26,9870.3037109375,3025.860107421875
2019-07-29,9519.1455078125,3020.969970703125
2019-07-30,9607.423828125,3013.179931640625
2019-07-31,10085.6279296875,2980.3798828125
2019-08-01,10399.6689453125,2953.56005859375
2019-08-02,10518.1748046875,2932.050048828125
2019-08-05,11805.6533203125,2844.739990234375
2019-08-06,11478.1689453125,2881.77001953125
2019-08-07,11941.96875,2883.97998046875
2019-08-08,11966.4072265625,2938.090087890625
2019-08-09,11862.9365234375,2918.64990234375
2019-08-12,11382.6162109375,2882.699951171875
2019-08-13,10895.830078125,2926.320068359375
2019-08-14,10051.7041015625,2840.60009765625
2019-08-15,10311.5458984375,2847.60009765625
2019-08-16,10374.3388671875,2888.679931640625
2019-08-19,10916.0537109375,2923.64990234375
2019-08-20,10763.232421875,2900.510009765625
2019-08-21,10138.0498046875,2924.429931640625
2019-08-22,10131.0556640625,2922.949951171875
2019-08-23,10407.96484375,2847.110107421875
2019-08-26,10370.8203125,2878.3798828125
2019-08-27,10185.5,2869.159912109375
2019-08-28,9754.4228515625,2887.93994140625
2019-08-29,9510.2001953125,2924.580078125
2019-08-30,9598.173828125,2926.4599609375
2019-09-03,10623.5400390625,2906.27001953125
2019-09-04,10594.4931640625,2937.780029296875
2019-09-05,10575.533203125,2976.0
2019-09-06,10353.302734375,2978.7099609375
2019-09-09,10334.974609375,2978.429931640625
2019-09-10,10115.9755859375,2979.389892578125
2019-09-11,10178.3720703125,3000.929931640625
2019-09-12,10410.126953125,3009.570068359375
2019-09-13,10360.546875,3007.389892578125
2019-09-16,10276.7939453125,2997.9599609375
2019-09-17,10241.2724609375,3005.699951171875
2019-09-18,10198.248046875,3006.72998046875
2019-09-19,10266.4150390625,3006.7900390625
2019-09-20,10181.6416015625,2992.070068359375
2019-09-23,9729.32421875,2991.780029296875
2019-09-24,8620.56640625,2966.60009765625
2019-09-25,8486.9931640625,2984.8701171875
2019-09-26,8118.9677734375,2977.6201171875
2019-09-27,8251.845703125,2961.7900390625
2019-09-30,8293.8681640625,2976.739990234375
2019-10-01,8343.2763671875,2940.25
2019-10-02,8393.0419921875,2887.610107421875
2019-10-03,8259.9921875,2910.6298828125
2019-10-04,8205.939453125,2952.010009765625
2019-10-07,8245.623046875,2938.7900390625
2019-10-08,8228.783203125,2893.06005859375
2019-10-09,8595.740234375,2919.39990234375
2019-10-10,8586.4736328125,2938.1298828125
2019-10-11,8321.7568359375,2970.27001953125
2019-10-14,8374.6865234375,2966.14990234375
2019-10-15,8205.369140625,2995.679931640625
2019-10-16,8047.52685546875,2989.68994140625
2019-10-17,8103.9111328125,2997.949951171875
2019-10-18,7973.20751953125,2986.199951171875
2019-10-21,8243.720703125,3006.719970703125
2019-10-22,8078.203125,2995.989990234375
2019-10-23,7514.671875,3004.52001953125
2019-10-24,7493.48876953125,3010.2900390625
2019-10-25,8660.7001953125,3022.550048828125
2019-10-28,9256.1484375,3039.419921875
2019-10-29,9427.6875,3036.889892578125
2019-10-30,9205.7265625,3046.77001953125
2019-10-31,9199.5849609375,3037.56005859375
2019-11-01,9261.1044921875,3066.909912109375
2019-11-04,9412.6123046875,3078.27001953125
2019-11-05,9342.52734375,3074.6201171875
2019-11-06,9360.8798828125,3076.780029296875
2019-11-07,9267.5615234375,3085.179931640625
2019-11-08,8804.880859375,3093.080078125
2019-11-11,8757.7880859375,3087.010009765625
2019-11-12,8815.662109375,3091.840087890625
2019-11-13,8808.2626953125,3094.0400390625
2019-11-14,8708.0947265625,3096.6298828125
2019-11-15,8491.9921875,3120.4599609375
2019-11-18,8309.2861328125,3122.030029296875
2019-11-19,8206.1455078125,3120.179931640625
2019-11-20,8027.26806640625,3108.4599609375
2019-11-21,7642.75,3103.5400390625
2019-11-22,7296.57763671875,3110.2900390625
2019-11-25,7146.1337890625,3133.639892578125
2019-11-26,7218.37109375,3140.52001953125
2019-11-27,7531.66357421875,3153.6298828125
2019-11-29,7761.24365234375,3140.97998046875
2019-12-02,7321.98828125,3113.8701171875
2019-12-03,7320.1455078125,3093.199951171875
2019-12-04,7252.03466796875,3112.760009765625
2019-12-05,7448.3076171875,3117.429931640625
2019-12-06,7546.99658203125,3145.909912109375
2019-12-09,7400.8994140625,3135.9599609375
2019-12-10,7278.11962890625,3132.52001953125
2019-12-11,7217.42724609375,3141.6298828125
2019-12-12,7243.13427734375,3168.570068359375
2019-12-13,7269.6845703125,3168.800048828125
2019-12-16,6932.48046875,3191.449951171875
2019-12-17,6640.51513671875,3192.52001953125
2019-12-18,7276.802734375,3191.139892578125
2019-12-19,7202.84423828125,3205.3701171875
2019-12-20,7218.81640625,3221.219970703125
2019-12-23,7355.62841796875,3224.010009765625
2019-12-24,7322.5322265625,3223.3798828125
2019-12-26,7238.966796875,3239.909912109375
2019-12-27,7290.08837890625,3240.02001953125
2019-12-30,7292.9951171875,3221.2900390625
2019-12-31,7193.59912109375,3230.780029296875
2020-01-02,6985.47021484375,3257.85009765625
2020-01-03,7344.88427734375,3234.85009765625
2020-01-06,7769.21923828125,3246.280029296875
2020-01-07,8163.6923828125,3237.179931640625
2020-01-08,8079.86279296875,3253.050048828125
2020-01-09,7879.0712890625,3274.699951171875
2020-01-10,8166.55419921875,3265.35009765625
2020-01-13,8144.1943359375,3288.1298828125
2020-01-14,8827.7646484375,3283.14990234375
2020-01-15,8807.0107421875,3289.2900390625
2020-01-16,8723.7861328125,3316.81005859375
2020-01-17,8929.0380859375,3329.6201171875
2020-01-21,8745.89453125,3320.7900390625
2020-01-22,8680.8759765625,3321.75
2020-01-23,8406.515625,3325.5400390625
2020-01-24,8445.4345703125,3295.469970703125
2020-01-27,8909.8193359375,3243.6298828125
2020-01-28,9358.58984375,3276.239990234375
2020-01-29,9316.6298828125,3273.39990234375
2020-01-30,9508.9931640625,3283.659912109375
2020-01-31,9350.529296875,3225.52001953125
2020-02-03,9293.521484375,3248.919921875
2020-02-04,9180.962890625,3297.590087890625
2020-02-05,9613.423828125,3334.68994140625
2020-02-06,9729.8017578125,3345.780029296875
2020-02-07,9795.943359375,3327.7099609375
2020-02-10,9856.611328125,3352.090087890625
2020-02-11,10208.236328125,3357.75
2020-02-12,10326.0546875,3379.449951171875
2020-02-13,10214.3798828125,3373.93994140625
2020-02-14,10312.1162109375,3380.159912109375
2020-02-18,10141.99609375,3370.2900390625
2020-02-19,9633.38671875,3386.14990234375
2020-02-20,9608.4755859375,3373.22998046875
2020-02-21,9686.44140625,3337.75
2020-02-24,9650.1748046875,3225.889892578125
2020-02-25,9341.705078125,3128.2099609375
2020-02-26,8820.5224609375,3116.389892578125
2020-02-27,8784.494140625,2978.760009765625
2020-02-28,8672.455078125,2954.219970703125
2020-03-02,8869.669921875,3090.22998046875
2020-03-03,8787.7861328125,3003.3701171875
2020-03-04,8755.24609375,3130.1201171875
2020-03-05,9078.7626953125,3023.93994140625
2020-03-06,9122.5458984375,2972.3701171875
2020-03-09,7923.64453125,2746.56005859375
2020-03-10,7909.7294921875,2882.22998046875
2020-03-11,7911.43017578125,2741.3798828125
2020-03-12,4970.7880859375,2480.639892578125
2020-03-13,5563.70703125,2711.02001953125
2020-03-16,5014.47998046875,2386.1298828125
2020-03-17,5225.62939453125,2529.18994140625
2020-03-18,5238.4384765625,2398.10009765625
2020-03-19,6191.19287109375,2409.389892578125
2020-03-20,6198.7783203125,2304.919921875
2020-03-23,6416.31494140625,2237.39990234375
2020-03-24,6734.8037109375,2447.330078125
2020-03-25,6681.06298828125,2475.56005859375
2020-03-26,6716.4404296875,2630.070068359375
2020-03-27,6469.79833984375,2541.469970703125
2020-03-30,6429.841796875,2626.64990234375
2020-03-31,6438.64453125,2584.590087890625
2020-04-01,6606.7763671875,2470.5
2020-04-02,6793.62451171875,2526.89990234375
2020-04-03,6733.38720703125,2488.64990234375
2020-04-06,7271.78125,2663.679931640625
2020-04-07,7176.41455078125,2659.409912109375
2020-04-08,7334.0986328125,2749.97998046875
2020-04-09,7302.08935546875,2789.820068359375
2020-04-13,6845.03759765625,2761.6298828125
2020-04-14,6842.427734375,2846.06005859375
2020-04-15,6642.10986328125,2783.360107421875
2020-04-16,7116.80419921875,2799.550048828125
2020-04-17,7096.1845703125,2874.56005859375
2020-04-20,6881.95849609375,2823.159912109375
2020-04-21,6880.3232421875,2736.56005859375
2020-04-22,7117.20751953125,2799.31005859375
2020-04-23,7429.724609375,2797.800048828125
2020-04-24,7550.90087890625,2836.739990234375
2020-04-27,7795.60107421875,2878.47998046875
2020-04-28,7807.05859375,2863.389892578125
2020-04-29,8801.0380859375,2939.510009765625
2020-04-30,8658.5537109375,2912.429931640625
2020-05-01,8864.7666015625,2830.7099609375
2020-05-04,8912.654296875,2842.739990234375
2020-05-05,9003.0703125,2868.43994140625
2020-05-06,9268.76171875,2848.419921875
2020-05-07,9951.5185546875,2881.18994140625
2020-05-08,9842.666015625,2929.800048828125
2020-05-11,8601.7958984375,2930.18994140625
2020-05-12,8804.4775390625,2870.1201171875
2020-05-13,9269.9873046875,2820.0
2020-05-14,9733.7216796875,2852.5
2020-05-15,9328.197265625,2863.699951171875
2020-05-18,9726.5751953125,2953.909912109375
2020-05-19,9729.0380859375,2922.93994140625
2020-05-20,9522.9814453125,2971.610107421875
2020-05-21,9081.76171875,2948.510009765625
2020-05-22,9182.5771484375,2955.449951171875
2020-05-26,8835.052734375,2991.77001953125
2020-05-27,9181.017578125,3036.1298828125
2020-05-28,9525.7509765625,3029.72998046875
2020-05-29,9439.1240234375,3044.31005859375
2020-06-01,10167.2685546875,3055.72998046875
2020-06-02,9529.8037109375,3080.820068359375
2020-06-03,9656.7177734375,3122.8701171875
2020-06-04,9800.63671875,3112.35009765625
2020-06-05,9665.533203125,3193.929931640625
2020-06-08,9771.4892578125,3232.389892578125
2020-06-09,9795.7001953125,3207.179931640625
2020-06-10,9870.0947265625,3190.139892578125
2020-06-11,9321.78125,3002.10009765625
2020-06-12,9480.84375,3041.31005859375
2020-06-15,9450.7021484375,3066.590087890625
2020-06-16,9538.0244140625,3124.739990234375
2020-06-17,9480.2548828125,3113.489990234375
2020-06-18,9411.8408203125,3115.340087890625
2020-06-19,9288.0185546875,3097.739990234375
2020-06-22,9648.7177734375,3117.860107421875
2020-06-23,9629.658203125,3131.2900390625
